"sitecode","nazev_cz","nazev_lat","feature_code","pop_typ","pop_min","pop_max","pop_jednotka","zachovalost","izolace","celkove","stav_text","source_file","druh_cz","druh","poznamka","pop_prum"
"mezi 100 - 230 prýty.,SDO_3050_2021_0000.pdf
CZ0624116,støevlík panonský,Carabus hungaricus,4013,stálá,-,-,-,vynikající zachování,populace na okraji areálu,vynikající hodnota,Z dùvodu absence pøedmìtu ochrany v EVL není definován jeho cílový stav.,SDO_3050_2021_0000.pdf
CZ0624116,katrán tatarský,Crambe tataria,4091,stálá,300,300,jedinci,dobré zachování,populace na okraji areálu,dobrá hodnota,Udržení stavu jako pøi vyhlášení EVL"," tj. životaschopné reprodukující se populace v øádu stovek jedincù.","","","",NA,NA,"","","","","",""," tj. životaschopné reprodukující se populace v øádu stovek jedincù.","","",NA
"* oznaèuje prioritní druh,SDO_3050_2021_0000.pdf
CZ0623359,kuòka ohnivá,Bombina bombina,1188,stálá,50,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Stav pøedmìtu ochrany je tøeba oproti stavu v dobì vyhlášení EVL zlepšit.,sdo_3051_2016_0000.pdf
CZ0623359,kuòka ohnivá,Bombina bombina,1188,stálá,50,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Stav pøedmìtu ochrany je tøeba oproti stavu v dobì vyhlášení EVL zlepšit.,sdo_3051_2016_000o.pdf
CZ0623359,kuòka ohnivá,Bombina bombina,1188,stálá,50,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Cílem je udržet stav pøedmìtu ochrany na úrovni jako v dobì vyhlášení EVL"," tj. pøítomnost životaschopné",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Stav pøedmìtu ochrany je tøeba oproti stavu v dobì vyhlášení EVL zlepšit.,sdo_3051_2016_0000.pdf
CZ0623359,kuòka ohnivá,Bombina bombina,1188,stálá,50,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Stav pøedmìtu ochrany je tøeba oproti stavu v dobì vyhlášení EVL zlepšit.,sdo_3051_2016_000o.pdf
CZ0623359,kuòka ohnivá,Bombina bombina,1188,stálá,50,100,jedinci,dobré zachování,populace není izolovaná","",NA
"populace pøedmìtu ochrany v poètu vyšších desítek jedincù.","","","","",NA,NA,"","","","","","","","","",NA
"V souèasnosti poèetnost populace kolísá mezi nižšími a vyššími desítkami"," cílem tedy je ji stabilizovat na","","","",NA,NA,"","","","","",""," cílem tedy je ji stabilizovat na","","",NA
"vyšších desítkách.,SDO_3051_2021_0000.pdf
CZ0624072,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","",NA
"biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,tesaøík obrovský,Cerambyx cerdo,1088,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je aktivním managementem zlepšit stav pøedmìtu ochrany na úroveò pøi vyhlášení a zajistit optimální","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je aktivním managementem zlepšit stav pøedmìtu ochrany na úroveò pøi vyhlášení a zajistit optimální","","",NA
"stav jeho biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,žluásek barvomìnný,Colias myrmidone,4030,stálá,-,-,-,vynikající zachování,populace na okraji areálu,vynikající hodnota,Z dùvodu absence pøedmìtu ochrany v EVL není definován jeho cílový stav.,SDO_3053_2020_0000.pdf
CZ0624072,støevíèník pantoflíèek,Cypripedium calceolus,1902,stálá,18,18,jedinci,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Aktivním managementem zlepšit stav pøedmìtu ochrany alespoò na stav pøi vyhlášení a zajistit optimální stav","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Aktivním managementem zlepšit stav pøedmìtu ochrany alespoò na stav pøi vyhlášení a zajistit optimální stav","","",NA
"jeho biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,bourovec trnkový,Eriogaster catax,1074,stálá,-,-,-,vynikající zachování,populace na okraji areálu,vynikající hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","","",NA,NA,"","","","","","","","","",NA
"biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,meèík bahenní,Gladiolus palustris,4096,stálá,10,10,jedinci,vynikající zachování,populace na okraji areálu,dobrá hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","","",NA,NA,"","","","","","","","","",NA
"biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,roháè obecný,Lucanus cervus,1083,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","",NA
"biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,ohniváèek èernoèárný,Lycaena dispar,1060,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","",NA
"biotopu.,SDO_3053_2020_0000.pdf
CZ0624072,srpice karbincolistá *,Serratula lycopifolia,4087,stálá,5030,5030,jedinci,vynikající zachování,populace na okraji areálu,vynikající hodnota,Aktivním managementem zachovat stav pøedmìtu ochrany jako pøi vyhlášení a zajistit optimální stav jeho","","","","",NA,NA,"","","","","","","","","",NA
"biotopu.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,SDO_3053_2020_0000.pdf
CZ0622181,hvozdík moravský *,Dianthus moravicus,4076,stálá,35,40,jedinci,dobré zachování,populace na okraji areálu,dobrá hodnota,Udržení stabilní populace druhu minimálnì na úrovni pøi vyhlášení.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,sdo_3054_2015.pdf
CZ0622181,hvozdík moravský *,Dianthus moravicus,4076,stálá,35,40,jedinci,dobré zachování,populace na okraji areálu,dobrá hodnota,Cílem je udržet stávající stav v EVL"," tj. životaschopná reprodukující se populace v øádu vyšších desítek","","","",NA,NA,"","","","","",""," tj. životaschopná reprodukující se populace v øádu vyšších desítek","","",NA
"jedincù"," pøíp. mírnì zvýšit rozlohu vhodného biotopu odstranìním náletových døevin"," invazních a","","",NA,NA,"","","","","",""," pøíp. mírnì zvýšit rozlohu vhodného biotopu odstranìním náletových døevin"," invazních a","",NA
"expanzivních druhù.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,SDO_3054_2019_0000.pdf
CZ0623703,netopýr velký,Myotis myotis,1324,rozmnožující se,800,1300,jedinci,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Zachování stavu pøedmìtu ochrany"," netopýra velkého (Myotis myotis)"," jako pøi vyhlášení.,sdo_3055_2015.pdf
CZ0624104,netopýr èerný,Barbastella barbastellus,1308,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany",NA,NA," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany"," pøástevníka kostivalového (Callimorpha quadripunctaria)"," jako pøi","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Zachování stavu pøedmìtu ochrany"," netopýra velkého (Myotis myotis)","",NA
"vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,støevlík panonský,Carabus hungaricus,4013,stálá,-,-,-,vynikající zachování,populace na okraji areálu,vynikající hodnota,Zachování stavu pøedmìtu ochrany"," støevlíka panonského (Carabus hungaricus)"," jako pøi vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,hvozdík Lumnitzerùv *,Dianthus lumnitzeri,4075,stálá,50,100,jedinci,vynikající zachování,populace je izolovaná,vynikající hodnota,Zachování stavu pøedmìtu ochrany"," hvozdíku Lumnitzerova (Dianthus lumnitzeri)"," jako pøi vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,kosatec skalní píseèný Iris humilis,subsp. arenaria,4098,stálá,-,-,-,dobré zachování,populace na okraji areálu,dobrá hodnota,Zachování stavu pøedmìtu ochrany",NA,NA,"","","","","",""," støevlíka panonského (Carabus hungaricus)"," jako pøi vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,hvozdík Lumnitzerùv *,Dianthus lumnitzeri,4075,stálá,50,100,jedinci,vynikající zachování,populace je izolovaná,vynikající hodnota,Zachování stavu pøedmìtu ochrany","",NA
"vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,roháè obecný,Lucanus cervus,1083,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany"," roháèe obecného (Lucanus cervus)"," jako pøi vyhlášení.,sdo_3056_2016_0000.pdf
CZ0624104,netopýr velkouchý,Myotis bechsteinii,1323,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany"," roháèe obecného (Lucanus cervus)","",NA
"* oznaèuje prioritní druh,sdo_3056_2016_0000.pdf
CZ0623697,netopýr velký,Myotis myotis,1324,rozmnožující se,580,660,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany"," netopýra velkého (Myotis myotis)"," jako pøi vyhlášení.,sdo_3058_2016_0000.pdf
CZ0623799,kuòka ohnivá,Bombina bombina,1188,stálá,51,100,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat populaci kuòky ohnivé v poèetnosti v dobì vyhlášení EVL.,sdo_3059_2016_0000.pdf
CZ0623799,lesák rumìlkový,Cucujus cinnaberinus,1086,stálá,-,-,-,dobré zachování,populace není izolovaná",NA,NA," tzn. dosáhnout velikosti populace kuòky ohnivé o velikosti alespoò","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování stavu pøedmìtu ochrany"," netopýra velkého (Myotis myotis)","",NA
"vyšších stovek jedincù.,sdo_3059_2022_000.pdf
CZ0623799,lesák rumìlkový,Cucujus cinnaberinus,1086,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zlepšení stavu populace lesáka rumìlkového oproti stavu pøi vyhlášení prostøednictvím zvìtšení","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zlepšení stavu populace lesáka rumìlkového oproti stavu pøi vyhlášení prostøednictvím zvìtšení","","",NA
"rozlohy vhodného biotopu – tak"," aby byl v rámci EVL vždy pøítomen tvrdý luh s dostatkem mrtvé døevní hmoty","","","",NA,NA,"","","","","",""," aby byl v rámci EVL vždy pøítomen tvrdý luh s dostatkem mrtvé døevní hmoty","","",NA
"øádovì na ploše vyšších desítek hektarù v množství 30-50 m3/ha. Je tøeba postupovat takovým zpùsobem","","","","",NA,NA,"","","","","","","","","",NA
"aby byla dlouhodobì zachována kontinuita a prostorová propojenost vhodných stanoviš.,sdo_3059_2022_000.pdf
CZ0622218,pelynìk Panèiæùv *,Artemisia pancicii,1917,stálá,250,250,jedinci,vynikající zachování,populace je izolovaná,vynikající hodnota,Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.,sdo_3060_2016_0000.pdf
CZ0622218,katrán tatarský,Crambe tataria,4091,stálá,4000,4000,jedinci,dobré zachování,populace na okraji areálu,vynikající hodnota,Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.,sdo_3060_2016_0000.pdf
CZ0622218,srpice karbincolistá *,Serratula lycopifolia,4087,stálá,50,50,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Zlepšit stav pøedmìtu ochrany vzhledem ke stavu pøi vyhlášení EVL vhodným managementem.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,sdo_3060_2016_0000.pdf
CZ0622218,pelynìk Panèièùv *,Artemisia pancicii,1917,stálá,250,250,jedinci,vynikající zachování,populace je izolovaná,vynikající hodnota,Udržení stavu pøi vyhlášení EVL"," tj. životaschopné minimálnì vegetativním zpùsobem reprodukující se","","","",NA,NA,"","","","","",""," tj. životaschopné minimálnì vegetativním zpùsobem reprodukující se","","",NA
"populace v øádu stovek jedincù a alespoò jednotek lodyh nesoucích kvìtenství.,SDO_3060_2019_0000.pdf
CZ0622218,katrán tatarský,Crambe tataria,4091,stálá,4000,4000,jedinci,dobré zachování,populace na okraji areálu,vynikající hodnota,Udržení stavu pøi vyhlášení EVL"," tj. životaschopné reprodukující se populace v øádu tisícù jedincù.,SDO_3060_2019_0000.pdf
CZ0622218,srpice karbincolistá *,Serratula lycopifolia,4087,stálá,50,50,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Udržení stavu pøi vyhlášení EVL"," tj. životaschopné reprodukující se populace èítající desítky jedincù","","",NA,NA,"","","","","",""," tj. životaschopné reprodukující se populace v øádu tisícù jedincù.,SDO_3060_2019_0000.pdf
CZ0622218,srpice karbincolistá *,Serratula lycopifolia,4087,stálá,50,50,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Udržení stavu pøi vyhlášení EVL"," tj. životaschopné reprodukující se populace èítající desítky jedincù","",NA
"rozptýlených na ploše o výmìøe alespoò dvou desítek metrù ètvereèních.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,SDO_3060_2019_0000.pdf
CZ0623010,kuòka ohnivá,Bombina bombina,1188,stálá,101,999,jedinci,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Zlepšení aktuálního stavu pøedmìtu ochrany"," kuòky ohnivé"," z hodnoty jednotky až nižší desítky adultních","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Zlepšení aktuálního stavu pøedmìtu ochrany"," kuòky ohnivé","",NA
